20191030,浦东,北蔡,绿川新苑,47521元/m2,80套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014388/,1991年建成 ,板楼,0.55至1.1元/平米/月,上海芸绮物业管理有限,绿城集团,263,2952户,
20191030,浦东,北蔡,万邦都市花园,75903元/m2,22套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018309/,2000年建成 ,板楼,1.55至2.5元/平米/月,上海万科物业管理有限,上海万邦企业集团有限公司,88,2864户,
20191030,浦东,北蔡,锦博苑,61633元/m2,30套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014536/,2007年建成 ,板楼,0.45元/平米/月,上海陆家嘴双乐物业管理有限,上海陆家嘴房产开发有限公司,155,1816户,
20191030,浦东,北蔡,陆家嘴锦绣前城,94230元/m2,35套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000491/,2015年建成 ,板楼,4.35元/平米/月,上海市陆家嘴物业管理有限,上海陆家嘴（集团）有限公司,52,2088户,
20191030,浦东,北蔡,大华锦绣华城(十八街区)(公寓),74442元/m2,17套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016533/,2006年建成 ,塔楼/板楼,1.85元/平米/月,上海同涞物业管理有限,大华集团上海华宜置业有限公司,26,1066户,
20191030,浦东,北蔡,大华锦绣华城(十五街区),82419元/m2,22套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002501/,2012年建成 ,塔楼/板楼,3.9元/平米/月,上海浦华物业管理有限,上海锦绣华城房地产开发有限公司,16,1292户,
20191030,浦东,北蔡,大华锦绣华城(四街区),71127元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014231/,2010年建成 ,板楼,0.47至0.99元/平米/月,浦华,大华集团上海华宜置业有限公司,116,2460户,
20191030,浦东,北蔡,由由一村,49846元/m2,26套在售二手房,https://sh.lianjia.com/xiaoqu/5011000009860/,1993年建成 ,板楼,0.5至0.8元/平米/月,上海由由物业管理有限,上海由由房地产开发有限公司,104,1371户,
20191030,浦东,北蔡,大华锦绣华城(二街区),65571元/m2,11套在售二手房,https://sh.lianjia.com/xiaoqu/5011000009386/,2008年建成 ,板楼,1至2.3元/平米/月,上海春川物业服务有限,上海锦绣华城房地产开发有限公司,43,2166户,
20191030,浦东,北蔡,大华锦绣华城(十六街区)(公寓),78302元/m2,27套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014749/,2008年建成 ,塔楼/板楼,2.2至3元/平米/月,浦华,上海锦绣华城房地产开发有限公司,52,1487户,
20191030,浦东,北蔡,培花久远公寓,53727元/m2,28套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011161/,1996年建成 ,板楼,0.65至1元/平米/月,华新,上海久禄企业发展有限公司,86,1133户,
20191030,浦东,北蔡,鹏海小区,49254元/m2,42套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014989/,1996年建成 ,板楼,0.5元/平米/月,上海建工物业有限,上海建工房产有限公司,150,1956户,
20191030,浦东,北蔡,德铭苑,60324元/m2,2套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003065/,2012年建成 ,板楼,1.2元/平米/月,绿众物业管理（上海）有限, 重庆汇东房地产开发有限公司,10,492户,
20191030,浦东,北蔡,浦东星河湾,94845元/m2,24套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012349/,2009年建成 ,板楼,4.9元/平米/月,广州星河湾物业管理服务有限公司上海分,上海浦东星河湾房地产开发有限公司,33,1317户,
20191030,浦东,北蔡,大华锦绣华城(十一街区),79397元/m2,21套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003007/,2007年建成 ,板楼,1.85元/平米/月,上海浦华物业管理有限,上海锦绣华城房地产开发有限公司,63,1229户,
20191030,浦东,北蔡,大华锦绣华城(一街区),70480元/m2,16套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014204/,2008年建成 ,板楼,0.57至1.3元/平米/月,上海汇虹物业管理有限,上海俱进建设实业有限公司,86,1629户,
20191030,浦东,北蔡,大华锦绣华城(十二街区),71999元/m2,29套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014752/,2003年建成 ,板楼,1.85元/平米/月,上海浦华物业管理有限,上海锦绣华城房地产开发有限公司,137,2003户,
20191030,浦东,北蔡,文汇小区(浦东),42929元/m2,22套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014437/,1994年建成 ,板楼,0.8元/平米/月,上海莲溪物业管理有限,上海市绿地集团置业有限公司,73,1753户,
20191030,浦东,北蔡,由由二村,50683元/m2,26套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012035/,1994年建成 ,板楼,0.8元/平米/月,上海由由物业管理有限,上海由由房地产开发有限公司,69,966户,
20191030,浦东,北蔡,莲业新村,50407元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014331/,1994年建成 ,板楼,0.35至0.45元/平米/月,福田,北蔡房产,67,922户,
20191030,浦东,北蔡,大华锦绣华城(十九街区)(公寓),72688元/m2,29套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013251/,2003年建成 ,板楼,1至1.85元/平米/月,浦华,上海安基置业有限公司,126,1686户,
20191030,浦东,北蔡,大华锦绣华城(十四街区),86342元/m2,12套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014460/,2011年建成 ,板楼,2.6元/平米/月,浦华,上海锦绣华城房地产开发有限公司,40,929户,
20191030,浦东,北蔡,鹏丰苑,59212元/m2,11套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002202/,2010年建成 ,板楼,1.2元/平米/月,上海鹏丰物业管理有限,上海鹏丰置业有限公司,27,1186户,
20191030,浦东,北蔡,玉兰小区,48395元/m2,15套在售二手房,https://sh.lianjia.com/xiaoqu/5011000005487/,1995年建成 ,板楼,0.5元/平米/月,上海东莲物业管理有限,上海建工房产有限公司,89,1282户,
20191030,浦东,北蔡,南杨花园,52351元/m2,8套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013346/,1994年建成 ,板楼,0.6至1.5元/平米/月,上海三凌物业管理,绿城集团,53,647户,
20191030,浦东,北蔡,陆家嘴锦绣里,70474元/m2,6套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019823/,2015年建成 ,板楼,2.58元/平米/月,上海双乐物业管理有限,上海陆家嘴(集团)有限公司,13,824户,
20191030,浦东,北蔡,南新二村,44328元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003351/,1993年建成 ,板楼,0.8元/平米/月,扬帆物业服务有限责任,上海绿地集团,47,553户,
20191030,浦东,北蔡,惠德新邨,50082元/m2,12套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013958/,1996年建成 ,板楼,0.45元/平米/月,惠德,锦和集团,35,692户,
20191030,浦东,北蔡,海上国际花园(一期),71427元/m2,25套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017399/,2005年建成 ,板楼,1.85元/平米/月,上海杨房物业管理有限,上海香溢房地产有限公司,85,957户,
20191030,浦东,北蔡,鹏健苑,54869元/m2,6套在售二手房,https://sh.lianjia.com/xiaoqu/5011000005030/,2012年建成 ,板楼,1.2元/平米/月,上海东莲物业管理有限,上海鹏丰置业有限公司,19,680户,
20191030,浦东,北蔡,由由七村,51703元/m2,22套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012138/,1995年建成 ,板楼,0.5元/平米/月,上海由由物业管理有限,上海由由房地产开发有限公司,81,1284户,
20191030,浦东,北蔡,芳华苑,58834元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000006043/,1994年建成 ,板楼,0.6元/平米/月,上海良新,至诚集团,45,546户,
20191030,浦东,北蔡,天池一村,54174元/m2,11套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011954/,1994年建成 ,板楼,0.6元/平米/月,上海吉松物业管理中心,上海建工房产有限公司,69,1116户,
20191030,浦东,北蔡,芳雅苑,50416元/m2,27套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010050/,1994年建成 ,板楼,0.75元/平米/月,上海航帆物业管理有限,上海建工房产有限公司,56,984户,
20191030,浦东,北蔡,培花七村,52518元/m2,21套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014306/,1994年建成 ,板楼,0.45至0.75元/平米/月,扬帆物业服务有限责任,上海众开房地产有限公司,84,1308户,
20191030,浦东,北蔡,天池二村,54965元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011769/,1994年建成 ,板楼,0.6元/平米/月,上海吉松物业管理中心,上海北蔡房地产发展有限公司,56,857户,
20191030,浦东,北蔡,宝华海尚郡领,86629元/m2,15套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004216/,2014年建成 ,板楼,2.88元/平米/月,上海安荣物业管理服务有限,上海香溢房地产有限公司,63,954户,
