20191030,浦东,惠南,惠康苑,25069元/m2,32套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001735/,2010年建成 ,塔楼/板楼,1.17至1.2元/平米/月,上海佳信物业管理有限,上海中建申拓投资发展有限公司,39,3183户
20191030,浦东,惠南,惠康苑西苑,25648元/m2,12套在售二手房,https://sh.lianjia.com/xiaoqu/5011102210386/,2014年建成 ,塔楼/板楼,1.17元/平米/月,上海佳信物业管理有限,上海申拓投资发展有限公司,14,816户
20191030,浦东,惠南,德盈佳园,20920元/m2,30套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013962/,2008年建成 ,板楼,0.65至1.7元/平米/月,上海联讯物业管理有限,上海川沙界龙联合发展有限公司,98,1429户
20191030,浦东,惠南,惠益新苑,25553元/m2,16套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002357/,2014年建成 ,塔楼/板楼,0.8元/平米/月,上海硕雅物业管理有限,中建集团,17,1286户
20191030,浦东,惠南,布鲁斯小镇(一期)(别墅),31627元/m2,22套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011574/,2010年建成 ,板楼,2.8元/平米/月,保利物业管理有限,绿城集团,446,446户
20191030,浦东,惠南,红光花苑,27893元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000009808/,2005年建成 ,板楼,0.7至1元/平米/月,上房,六合开放,129,1038户
20191030,浦东,惠南,远洋万和四季,30398元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011063202930/,2014年建成 ,板楼,2.9元/平米/月,上海远基物业管理有限,上海远汇置业有限公司,40,2467户
20191030,浦东,惠南,鹏润伊顿公馆,33396元/m2,18套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004230/,2013年建成 ,板楼,0.8至2.8元/平米/月,长城,上海鹏汇房地产开发有限公司,32,1061户
20191030,浦东,惠南,华钜御庭(二期)(公寓),35979元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011102206889/,2011年建成 ,板楼,2.2元/平米/月,徐虎,上海颐和置业有限公司,22,788户
20191030,浦东,惠南,布鲁斯小镇(绿地·皇家官邸),21272元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5020035950181685/,2013年建成 ,板楼,1.9至1.98元/平米/月,上海欣周物业管理有限,上海绿地集团,42,1312户
20191030,浦东,惠南,康敏苑,26421元/m2,11套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001455/,2007年建成 ,板楼,1.2元/平米/月,上海南汇惠房物业管理有限,上海康敏置业有限公司,43,610户
20191030,浦东,惠南,惠康苑东苑,24790元/m2,3套在售二手房,https://sh.lianjia.com/xiaoqu/5011102210385/,2014年建成 ,板楼,1.17至1.2元/平米/月,上海佳信物业管理有限,上海申拓投资发展有限公司,9,506户
20191030,浦东,惠南,申云小区,21854元/m2,13套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004942/,1998年建成 ,板楼,0.8元/平米/月,上海南汇惠房物业管理有限,惠房置业有限公司,38,401户
20191030,浦东,惠南,桃花源一村,23606元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019847/,1997年建成 ,板楼,0.5元/平米/月,上海南汇惠房物业管理有限,上海瀛浦置业有限公司,73,862户
20191030,浦东,惠南,宝业万华城,31278元/m2,20套在售二手房,https://sh.lianjia.com/xiaoqu/5011102206714/,2014年建成 ,板楼,2.85元/平米/月,上海同进物业服务有限,上海宝筑房地产开发有限公司,99,2080户
20191030,浦东,惠南,东原逸墅,37749元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011102206563/,2016年建成 ,塔楼/板楼,2.9至3.8元/平米/月,重庆东原物业管理,上海天同房地产开发有限公司 ,154,1272户
20191030,浦东,惠南,兴东佳苑(一期),26137元/m2,6套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011386/,2001年建成 ,板楼,0.68至0.78元/平米/月,文赢,上海浩东置业有限公司,58,644户
20191030,浦东,惠南,博佳花园,25720元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013028/,2004年建成 ,板楼,0.8至2元/平米/月,泰燕,上海博佳房地产开发有限公司,36,696户
20191030,浦东,惠南,荡湾新村,24554元/m2,29套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001087/,1983年建成 ,板楼,0.8元/平米/月,上海南汇惠房物业管理有限,惠房置业有限公司,143,2050户
20191030,浦东,惠南,民乐城惠益绿苑,28016元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011102206782/,2013年建成 ,塔楼/板楼,1.07元/平米/月,上海硕雅物业管理有限,中建八局,28,1384户
20191030,浦东,惠南,海燕二村,25396元/m2,5套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001679/,1994年建成 ,板楼,0.1元/平米/月,无,上海海燕房地产经营有限公司,27,291户
20191030,浦东,惠南,惠益新苑南苑,25636元/m2,3套在售二手房,https://sh.lianjia.com/xiaoqu/5011102206927/,2014年建成 ,塔楼/板楼,0.8元/平米/月,中建,中建集团,8,448户
20191030,浦东,惠南,乐源城B区,22765元/m2,3套在售二手房,https://sh.lianjia.com/xiaoqu/5011102206806/,2006年建成 ,板楼,0.6元/平米/月,自主,东土集团有限公司,22,200户
20191030,浦东,惠南,东卫小区,25203元/m2,1套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019409/,2003年建成 ,板楼,0.7元/平米/月,赢浦置,赢浦置业管理有限公司,11,110户
20191030,浦东,惠南,听潮四村,24671元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001383/,1994年建成 ,板楼,0.7元/平米/月,中汇,上海县房地产,68,796户
20191030,浦东,惠南,惠南一方新城,29798元/m2,19套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004896/,2008年建成 ,板楼,1.1元/平米/月,上海彩虹房屋物业管理有限,富成房地产有限公司,54,969户
20191030,浦东,惠南,东方听潮豪园,28140元/m2,13套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012854/,2008年建成 ,板楼,1.5元/平米/月,自主,上海脉通房产开发经营有限公司,41,1010户
20191030,浦东,惠南,丹桂佳苑,22058元/m2,16套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003127/,2008年建成 ,板楼,0.5元/平米/月,自主,上海明智房地产有限公司,119,1428户
20191030,浦东,惠南,中洲珑悦,30077元/m2,6套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000167/,2013年建成 ,板楼,2.8元/平米/月,上海长城,中洲控股(上海)上海深长城地产有限公司,24,525户
20191030,浦东,惠南,西北新村,24472元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001390/,1980年建成 ,板楼,0.6元/平米/月,上海南汇惠房物业管理有限,天津西北新村投资有限公司,70,1025户
20191030,浦东,惠南,人民新村,26710元/m2,3套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000469/,1964年建成 ,板楼,0.44元/平米/月,上海南汇惠房物业管理有限,周康置业开发有限公司,54,959户
20191030,浦东,惠南,古北香堤岭,40547元/m2,6套在售二手房,https://sh.lianjia.com/xiaoqu/5011000009214/,2010年建成 ,板楼,4.5至5元/平米/月,上海建玮物业/戴德梁行物业顾问,上海杉野置业有限公司,114,114户
20191030,浦东,惠南,人生港湾南欧城,30830元/m2,11套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002265/,2009年建成 ,板楼,2.88元/平米/月,深圳市开元国际物业管理有限,港房地产经营开发公司,47,1116户
20191030,浦东,惠南,民乐城丽园,26137元/m2,5套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000343/,2014年建成 ,板楼,1.15元/平米/月,上海彩虹房屋物业管理有限,彩虹房地产,46,904户
20191030,浦东,惠南,莎海惠晨苑,25867元/m2,22套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014457/,2006年建成 ,板楼,0.5至1.17元/平米/月,悦聘,上海莎海实业(集团)有限公司,109,736户
20191030,浦东,惠南,桃源二村,25243元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004533/,1995年建成 ,板楼,0.8至1.51元/平米/月,上海彩虹房屋物业管理有限,上海瀛浦置业有限公司,28,198户
20191030,浦东,惠南,听潮六村,24628元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003776/,1993年建成 ,板楼,0.5元/平米/月,上海欣周物业管理有限,上海县房地产,194,1426户
20191030,浦东,惠南,三八新村,26338元/m2,2套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001640/,1990年建成 ,板楼,0.8元/平米/月,自主,无,35,425户
