20191030,浦东,金桥,丽都成品,58464元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012310/,2005年建成 ,塔楼/板楼/平房,1.35至1.65元/平米/月,上海安居物业有限,上海中星（集团）有限公司,31,1121户
20191030,浦东,金桥,金桥湾清水苑,57753元/m2,46套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013188/,1998年建成 ,板楼,0.62至1.02元/平米/月,上海安居物业有限,上海金桥出口加工区房地产发展有限公司,237,2737户
20191030,浦东,金桥,金桥新城,55627元/m2,16套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017084/,2004年建成 ,板楼,1.35元/平米/月,上海芸绮物业管理有限,上海金馨丽舍置业有限公司,89,1779户
20191030,浦东,金桥,东陆新村六街坊,46723元/m2,23套在售二手房,https://sh.lianjia.com/xiaoqu/5011000009391/,1995年建成 ,板楼,0.69至0.8元/平米/月,上海安居物业有限,上海城投置业管理有限公司,182,2184户
20191030,浦东,金桥,荷五小区,48135元/m2,31套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010653/,1995年建成 ,板楼,0.6元/平米/月,绿芳,金巷,156,1956户
20191030,浦东,金桥,金巷小区,44133元/m2,44套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014054/,1994年建成 ,塔楼/板楼,0.8元/平米/月,上海振南物业有限,上海申龙集团,110,2323户
20191030,浦东,金桥,浦江东旭公寓(669弄1-109号),50081元/m2,13套在售二手房,https://sh.lianjia.com/xiaoqu/5011000009199/,2006年建成 ,板楼,0.9元/平米/月,上海实,上海虹阳置业有限公司,108,2673户
20191030,浦东,金桥,长岛公寓,45597元/m2,45套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013735/,2000年建成 ,塔楼/板楼,1元/平米/月,洋泾,上海长航置业有限公司,14,2112户
20191030,浦东,金桥,荷三小区,46161元/m2,35套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012604/,1993年建成 ,板楼,0.2至0.8元/平米/月,绿芳,金巷,195,2662户
20191030,浦东,金桥,东方丽景,62941元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016220/,2005年建成 ,板楼,1.86元/平米/月,上海浦东物业管理,上海浦东伟业房地产开发总公司,46,1154户
20191030,浦东,金桥,金地未未来,75503元/m2,19套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013344/,2008年建成 ,塔楼/板楼,3元/平米/月,金地,上海深翔房地产开发有限公司,72,1813户
20191030,浦东,金桥,六荷苑小区,47950元/m2,13套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002621/,1996年建成 ,板楼,0.75元/平米/月,上海顺启物业管理有限,上海虹桥高尔夫俱乐部有限公司,77,1094户
20191030,浦东,金桥,金桥新家园,55496元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013057/,2000年建成 ,板楼,1.2元/平米/月,上海玉星物业管理有限,上海台锦房地产有限公司,11,468户
20191030,浦东,金桥,朱家门小区,44694元/m2,49套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010632/,1988年建成 ,塔楼/板楼,0.5至0.8元/平米/月,上海高化朱家门联合房产物业管理,上海嘉屯房地产开发经营有限公司,161,3131户
20191030,浦东,金桥,金泽苑,53372元/m2,11套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016394/,1999年建成 ,板楼,0.5元/平米/月,伟裕,上海申龙集团,69,878户
20191030,浦东,金桥,浦三小区,47054元/m2,15套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015639/,1996年建成 ,板楼,0.55元/平米/月,建工,上海虹桥高尔夫俱乐部有限公司,67,1061户
20191030,浦东,金桥,爱法新城,57433元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012329/,2002年建成 ,板楼,0.8至1.3元/平米/月,上海上房物业管理有限公司昆山分,上海爱法房地产经营开发有限公司,98,1344户
20191030,浦东,金桥,东波苑二街坊,45927元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015541/,1997年建成 ,板楼,0.45元/平米/月,上海浦东新区东波物业管理有限,上海东波房地产开发经营有限公司,79,920户
