20191030,浦东,唐镇,唐丰苑,44013元/m2,16套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004999/,2014年建成 ,板楼,1.24元/平米/月,上海金晨物业经营管理有限,上海唐城房地产开发有限公司,78,2178户
20191030,浦东,唐镇,保利金爵公寓,52991元/m2,30套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013078/,2009年建成 ,板楼,1.95元/平米/月,上海保利物业管理,上海保利金鹏置业有限公司,47,1274户
20191030,浦东,唐镇,金唐公寓,41644元/m2,19套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012311/,2006年建成 ,板楼,0.45元/平米/月,大华,上海金爵置业有限公司,127,1530户
20191030,浦东,唐镇,毕加索小镇(一期)(公寓),49482元/m2,28套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013887/,2010年建成 ,板楼,1.96至2.5元/平米/月,上海东郊皇庭物业管理有限,上海华飞投资集团股份有限公司,59,1186户
20191030,浦东,唐镇,齐友佳苑,41883元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002224/,2014年建成 ,板楼,1.2元/平米/月,上海大华物业管理,大华集团上海鼎华置业有限公司,36,1008户
20191030,浦东,唐镇,金利公寓,39601元/m2,25套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010262/,2008年建成 ,板楼,0.45至0.9元/平米/月,上海浦东利群物业有限,上海保利金鹏置业有限公司,150,1786户
20191030,浦东,唐镇,毕加索小镇(二期)(公寓),51748元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010416/,2011年建成 ,板楼,2.2元/平米/月,上海东郊皇庭物业管理有限,上海唐镇华飞房地产有限公司,26,658户
20191030,浦东,唐镇,绿波城,43041元/m2,18套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010459/,2006年建成 ,板楼,0.45元/平米/月,自主,上海鉴诚韵置业有限公司,148,1888户
20191030,浦东,唐镇,绿城玉兰花园(二期),79898元/m2,13套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003731/,2001年建成 ,板楼,4.5至7元/平米/月,绿城,上海葛洲坝绿融置业有限公司,183,790户
20191030,浦东,唐镇,东唐苑,38715元/m2,11套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011064/,1994年建成 ,板楼,0.45至1.25元/平米/月,上海浦东新区新川,上海新唐房地产咨询有限公司,60,671户
20191030,浦东,唐镇,圣马丽诺桥语,76671元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017859/,2005年建成 ,板楼,7元/平米/月,上实,上海同亨置业有限公司（唐镇土地开发公司）,105,105户
