20191030,浦东,曹路,河滨城市花园,47857元/m2,30套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014215/,2006年建成 ,板楼,1.43至3元/平米/月,上海芸绮物业管理有限,上海美地芳邻房地产开发有限公司,66,1061户
20191030,浦东,曹路,爱法花园(二期),51403元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011063/,2004年建成 ,板楼,0.7元/平米/月,上海曹路物业有限,爱法房产,35,422户
20191030,浦东,曹路,星颂家园,37803元/m2,22套在售二手房,https://sh.lianjia.com/xiaoqu/5011000005129/,2011年建成 ,板楼,1.11元/平米/月,上海浦东东龙物业有限,上海中星（集团）有限公司,24,1731户
20191030,浦东,曹路,星金家园,39450元/m2,11套在售二手房,https://sh.lianjia.com/xiaoqu/5011102208790/,2012年建成 ,板楼,1.12元/平米/月,上海浦东东龙物业有限,中星集团,17,899户
20191030,浦东,曹路,金领国际(公寓),40201元/m2,58套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013150/,2009年建成 ,板楼,2.1至3.5元/平米/月,上海璟庐物业管理有限,上海天歌置业有限公司,65,1773户
20191030,浦东,曹路,中虹家园,39046元/m2,27套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018779/,2011年建成 ,板楼,1.07元/平米/月,上海富宁物业管理有限,上海中虹(集团)有限公司,45,2656户
20191030,浦东,曹路,阳光苑民同路176弄,35440元/m2,8套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015532/,1994年建成 ,板楼,0.7元/平米/月,上海芸琦物业有限管理,上海顾路房地产开发经营公司,47,564户
20191030,浦东,曹路,金钻苑南区,36465元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002324/,2009年建成 ,板楼,0.8元/平米/月,上海曹路房地产开发经营,上海曹路房地产开发经营公司,111,1586户
20191030,浦东,曹路,海尚东苑,39378元/m2,5套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011348/,2011年建成 ,板楼,1.07元/平米/月,上海畅苑物业管理有限,上海曹路房地产开发经营公司,47,2042户
20191030,浦东,曹路,银丰苑,35277元/m2,12套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011594/,2007年建成 ,板楼,1.1元/平米/月,上海建达物业有限,上海曹路房地产开发经营公司,164,1942户
20191030,浦东,曹路,新芳邻,43657元/m2,11套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012790/,2002年建成 ,板楼,0.45元/平米/月,上海曹路物业有限,上海新芳邻房地产开发有限公司,40,480户
20191030,浦东,曹路,佳伟景苑,36048元/m2,17套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010002/,2000年建成 ,板楼,1.06至1.6元/平米/月,上海昌悦物业管理有限,上海悦昌置业有限公司,64,2218户
20191030,浦东,曹路,盛世春晓苑,39936元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019447/,2009年建成 ,板楼,1元/平米/月,上海曹路物业有限,上海万博盛世置业有限公司,46,784户
20191030,浦东,曹路,龚路新城,33837元/m2,15套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014974/,2005年建成 ,板楼,0.55元/平米/月,上海浦东捷达物业有限,上海通城房地产经营开发有限公司,142,1704户
20191030,浦东,曹路,丰舍东苑,41352元/m2,20套在售二手房,https://sh.lianjia.com/xiaoqu/5011000009450/,2005年建成 ,板楼,0.7元/平米/月,上海曹路物业有限,上海顾路房地产开发经营公司,51,596户
20191030,浦东,曹路,极景易家,40673元/m2,15套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012077/,2004年建成 ,板楼,0.5元/平米/月,上海曹路物业有限,浦东房地产开发公司,40,480户
20191030,浦东,曹路,星晓家园,38405元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010771/,2011年建成 ,板楼,1.11元/平米/月,上海浦东东龙物业有限,上海中星（集团）有限公司,24,2056户
20191030,浦东,曹路,舜峰家苑,37966元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019162/,2010年建成 ,板楼,1.08元/平米/月,上海昌悦物业管理有限,舜峰地产物业有限公司,38,1418户
20191030,浦东,曹路,星纳家园,41902元/m2,12套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000300/,2011年建成 ,板楼,1.12至1.2元/平米/月,上海浦东东龙物业有限,上海中星（集团）有限公司,17,1080户
20191030,浦东,曹路,民春苑,36541元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018767/,2005年建成 ,板楼,0.45元/平米/月,上海曹路物业有限,上海山盈房产经营开发有限公司,10,217户
20191030,浦东,曹路,万科蓝山,59496元/m2,13套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014861/,2004年建成 ,板楼,4.2元/平米/月,万科,上海万科房地产有限公司,650,650户
20191030,浦东,曹路,龚华新村,35516元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011252/,1994年建成 ,板楼,0.55元/平米/月,上海浦东捷达物业有限,上海龚华房地产咨询有限公司,46,738户
20191030,浦东,曹路,爱法花园(一期),42548元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015420/,2004年建成 ,板楼,0.7元/平米/月,上海芸绮物业管理有限,爱法房产,33,382户
20191030,浦东,曹路,曹路家苑,46553元/m2,5套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010658/,2010年建成 ,板楼,1.61元/平米/月,上海建达物业有限,上海曹路房地产开发经营公司,16,349户
20191030,浦东,曹路,丰舍西苑,39751元/m2,12套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002993/,1994年建成 ,板楼,0.7至1.01元/平米/月,上海建达物业有限,上海顾路房地产开发经营公司,46,536户
20191030,浦东,曹路,金葵新城(西区),49820元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010027/,2012年建成 ,板楼,1.5元/平米/月,金葵,上海浦东开发公司,32,1392户
20191030,浦东,曹路,民建新村,43053元/m2,5套在售二手房,https://sh.lianjia.com/xiaoqu/5020029208384474/,2002年建成 ,板楼,0.5至0.55元/平米/月,上海芸琦物业有限管理,上海中星（集团）有限公司,49,572户
20191030,浦东,曹路,金葵新城(东区),51360元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000019377/,2012年建成 ,板楼,1.5元/平米/月,金葵,上海浦东开发公司,34,1533户
20191030,浦东,曹路,民风小区,31872元/m2,11套在售二手房,https://sh.lianjia.com/xiaoqu/5011000008533/,1995年建成 ,板楼,0.5元/平米/月,上海建工物业有限,上海建工房产有限公司,42,488户
20191030,浦东,曹路,民胜苑,40136元/m2,3套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002947/,2000年建成 ,板楼,0.55元/平米/月,上海芸琦物业有限管理,鑫胜置业有限公司,76,405户
20191030,浦东,曹路,中惠金钻天地,39801元/m2,1套在售二手房,https://sh.lianjia.com/xiaoqu/509821540057840/,2018年建成 ,板楼,5.5元/平米/月,暂无信息,上海旭曹置业有限公司,3,574户
20191030,浦东,曹路,新东街20号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389558274075/,1997年建成 ,未知,暂无信息,暂无信息,暂无信息,1,8户
20191030,浦东,曹路,民雪路954号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5017570120610338/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,金海路2445号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020022921450612/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,顾曹路589号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020022760962056/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,上川路844号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5013197432073598/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,唐陆路1号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389501103180/,1985年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,20户
20191030,浦东,曹路,龚华路235弄3号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5015709948621198/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,民耀路76号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925853/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,金海路2589号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044706/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,唐陆路568弄1号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020025281808114/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,浦东,曹路,民雨路331号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925855/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,民民路56号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925803/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,张东路44号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970660737241/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,川沙路385弄77号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970675941517/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,顾唐路162号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970782110122/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,龚华路119号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970691145870/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,曹路镇35弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389543047460/,2014年建成 ,板楼,暂无信息,暂无信息,暂无信息,31,2180户
20191030,浦东,曹路,西街路18号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016635237248776/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,浦东,曹路,西街路20号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016635417605089/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,浦东,曹路,龚华路358号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5017860344973470/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,新西街18号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389545930164/,1980年建成 ,板楼,暂无信息,暂无信息,暂无信息,2,14户
20191030,浦东,曹路,浦发金桥工业城,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020027343157166/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,4,732户
20191030,浦东,曹路,西街路19号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016635417605095/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,民耀路346号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925844/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,民耀路419号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925847/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,民雪路898号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925839/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,曹路金群苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/509999216554015/,2012年建成 ,板楼,1.2元/平米/月,暂无信息,上海金弘置业有限公司,30,2160户
20191030,浦东,曹路,民雪路108弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102208628/,2005年建成 ,板楼,暂无信息,暂无信息,暂无信息,31,720户
20191030,浦东,曹路,金海华城华美新苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020028749992209/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,24,1320户
20191030,浦东,曹路,金海华城华康佳苑,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016839012791023/,2014年建成 ,板楼,暂无信息,上海地产中星曹路基地开发有限,上海南上海动拆迁置业有限公司,24,1696户
20191030,浦东,曹路,金星家园(浦东),暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010605/,2010年建成 ,板楼,暂无信息,暂无信息,暂无信息,1,30户
20191030,浦东,曹路,市场路75弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016389501103697/,1994年建成 ,板楼,暂无信息,上海曹路物业有限,上海曹路房地产开发经营公司,3,40户
20191030,浦东,曹路,民耀路423弄10号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925848/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,24户
20191030,浦东,曹路,唐镇筷乐城,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020022187244578/,暂无信息 ,板楼,14元/平米/月,上海璟庐物业管理有限,上海天歌置业有限公司,11,413户
20191030,浦东,曹路,宝龙城市广场(曹路),暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000005295/,2014年建成 ,板楼,暂无信息,中天建设集团有限公司上海分,上海宝龙华睿房地产开发有限公司,71,510户
20191030,浦东,曹路,上川路1690号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020021381714316/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,川沙路441号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020022686462170/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,浦东,曹路,民雨路355号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020024803447992/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,民雨路357号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020024804496523/,2004年建成 ,塔板结合,0.6元/平米/月,上海曹路物业有限,上海曹路房地产开发经营公司,1,1户
20191030,浦东,曹路,民雨路359号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020024804496863/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,民耀路423弄13号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925849/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,浦东,曹路,川沙路389弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018975/,2004年建成 ,板楼,0.5至3元/平米/月,上海曹路物业有限,上海曹路房地产开发经营公司,3,3户
20191030,浦东,曹路,民春路68号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925753/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,川沙路538号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020024424728431/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,曹路,川沙路520、530号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020024424732169/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
