20191030,浦东,碧云,金桥爱建园,81954元/m2,22套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015037/,2003年建成 ,板楼,2.45至2.55元/平米/月,上海复欣物业管理有限,上海宇宙置业有限公司,40,1220户
20191030,浦东,碧云,金桥酒店公寓,69855元/m2,27套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018020/,1995年建成 ,塔楼/板楼,3元/平米/月,金马酒店公寓管理（上海）有限,上海东渡房地产开发有限责任公司,7,937户
20191030,浦东,碧云,碧云东方公寓,83452元/m2,12套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015546/,2005年建成 ,塔楼,3.35元/平米/月,上海星际物业有限,上海星际房地产发展有限公司,13,417户
20191030,浦东,碧云,信和花园,67452元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015967/,1995年建成 ,板楼,2.46元/平米/月,新盛元物业管理有限,宝钢集团有限公司,12,352户
20191030,浦东,碧云,中天碧云,78943元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015724/,2004年建成 ,板楼/平房,3.58元/平米/月,万科,上海亚东建设开发有限公司,20,470户
20191030,浦东,碧云,世茂湖滨花园(公寓),76736元/m2,17套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010580/,2003年建成 ,板楼,4.2元/平米/月,上海绿城物业管理有限,上海世茂建设有限公司,14,965户
20191030,浦东,碧云,金色碧云,97621元/m2,8套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017365/,2004年建成 ,板楼,1.5元/平米/月,上海天可华物业管理有限,上海天赐实业(集团)有限公司,26,312户
20191030,浦东,碧云,银泰花园(公寓),85471元/m2,8套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004064/,2000年建成 ,板楼,1.5元/平米/月,上海银帆物业管理有限,上海银泰置业股份有限公司,13,244户
20191030,浦东,碧云,云间绿大地,132372元/m2,16套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015753/,1990年建成 ,板楼,0.68至6.8元/平米/月,上海绿城物业管理有限,上海都市房地产发展有限公司,428,479户
20191030,浦东,碧云,罗山花苑,89176元/m2,25套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017700/,1998年建成 ,板楼,0.5元/平米/月,上海芸绮物业管理有限,上海金洋置业有限公司,62,703户
20191030,浦东,碧云,碧云花园,86471元/m2,3套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015380/,2002年建成 ,板楼,3.6元/平米/月,金晨,上海金桥出口加工区开发股份有限公司,175,634户
