20191030,浦东,花木,新领地,45660元/m2,20套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017281/,2002年建成 ,塔楼,1.35元/平米/月,无,上海飞乐房地产开发经营公司,2,716户
20191030,浦东,花木,花木苑,65966元/m2,16套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014042/,2000年建成 ,板楼,0.5至1.1元/平米/月,上海花木,上海鑫荣房地产综合开发有限公司,151,1922户
20191030,浦东,花木,牡丹小区(浦东),71218元/m2,25套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013142/,1993年建成 ,板楼,0.3元/平米/月,上海方圆物业管理有限,上海花木开发有限公司,95,1271户
20191030,浦东,花木,浦东世纪花园(公寓),90832元/m2,19套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017324/,1930年建成 ,板楼,2.8至3.8元/平米/月,上海浦东物业管理,上海东上海联合置业有限公司,32,1396户
20191030,浦东,花木,四季雅苑(别墅),140502元/m2,21套在售二手房,https://sh.lianjia.com/xiaoqu/5011000018089/,2000年建成 ,板楼,10元/平米/月,家利物业管理（上海）有限,和记黄埔地产(上海)有限公司,272,272户
20191030,浦东,花木,大唐盛世花园,97075元/m2,19套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003169/,2003年建成 ,板楼/塔板结合,2.15至3.25元/平米/月,上海同涞物业管理有限,上海盛唐置业有限公司,91,2374户
20191030,浦东,花木,玉兰路46弄,63976元/m2,3套在售二手房,https://sh.lianjia.com/xiaoqu/5011000007958/,1993年建成 ,板楼,0.25元/平米/月,上海方圆物业管理有限,上海市花木房地产开发经营公司,8,96户
20191030,浦东,花木,建华新苑,87200元/m2,2套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015759/,2003年建成 ,板楼,1.83至2.55元/平米/月,上海勤乐物业管理有限,上海建华房地产开发经营公司,13,444户
20191030,浦东,花木,环龙新纪园,71435元/m2,6套在售二手房,https://sh.lianjia.com/xiaoqu/5011000017825/,2000年建成 ,板楼/平房,1.25元/平米/月,上海培花物业管理有限,上海泰龙房地产发展有限公司,19,353户
20191030,浦东,花木,金桂小区,82883元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014045/,1993年建成 ,板楼,0.3至0.9元/平米/月,上海花木,上海盛唐置业有限公司,73,1092户
20191030,浦东,花木,梅花新村(花木),70981元/m2,8套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003412/,1994年建成 ,板楼,0.5元/平米/月,众城物业管理有限,众城集团,29,366户
20191030,浦东,花木,四季全景台,92441元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016946/,2005年建成 ,塔楼/板楼,2.15元/平米/月,富宁,上海新希望集团房地产开发有限公司,4,441户
20191030,浦东,花木,九间堂,暂无,2套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016750/,2006年建成 ,板楼,8至14.71元/平米/月,上海证大三角洲置业有限,上海证大三角洲置业有限公司,56,56户
20191030,浦东,花木,锦绣小区,77389元/m2,9套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015609/,1996年建成 ,板楼,0.5元/平米/月,花木,上海锦绣房地产开发有限公司,31,384户
20191030,浦东,花木,杏花新苑,63587元/m2,3套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013993/,1994年建成 ,板楼,1元/平米/月,上海建工物业有限,上海东源房地产开发经营有限公司,12,192户
20191030,浦东,花木,御翠园,131997元/m2,16套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015914/,2002年建成 ,板楼,6.9至10元/平米/月,和记物业服务(上海)有限,和记黄埔地产有限公司,375,375户
20191030,浦东,花木,樱花坊,78879元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012051/,1995年建成 ,板楼,0.56元/平米/月,上海勤乐物业管理有限,上海建工房产有限公司,24,304户
20191030,浦东,花木,四季雅苑(公寓),98262元/m2,13套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003681/,2001年建成 ,板楼,10元/平米/月,和记物业服务(上海)有限,和记黄埔地产(上海)有限公司,11,297户
20191030,浦东,花木,花木绿城锦绣兰庭,102818元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002247/,2015年建成 ,板楼,4.5元/平米/月,绿城,上海花木房地产开发经营公司,14,839户
20191030,浦东,花木,瑞达苑,70046元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010070/,1995年建成 ,板楼,0.5元/平米/月,上海宏基物业管理有限,上海瑞达房地产开发经营公司,27,316户
20191030,浦东,花木,牡丹路186弄,69697元/m2,8套在售二手房,https://sh.lianjia.com/xiaoqu/5011000008357/,1993年建成 ,板楼,0.35元/平米/月,方圆置业物业管理,上海花木开发有限公司,22,403户
20191030,浦东,花木,海桐小区,83376元/m2,8套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014824/,1999年建成 ,板楼,0.5元/平米/月,花木物业有限,广元房产开发有限公司,43,516户
20191030,浦东,花木,牡丹苑(浦东),66112元/m2,15套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013881/,1999年建成 ,板楼,0.8元/平米/月,上海花城物业管理发展有限,上南开发集团,24,282户
20191030,浦东,花木,雍景台,92043元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015806/,2000年建成 ,板楼,5.2至5.85元/平米/月,上海勤乐物业管理有限,上海山狮国际影视企业有限公司,3,142户
20191030,浦东,花木,绿缘公寓,68029元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015764/,1999年建成 ,板楼,1.35元/平米/月,上服,上海建华房地产开发经营公司,10,706户
20191030,浦东,花木,六街坊小区,78361元/m2,3套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010247/,2000年建成 ,板楼,0.35元/平米/月,上海勤乐物业管理有限,上海建华房地产开发经营公司,30,372户
20191030,浦东,花木,金桂家园,66528元/m2,4套在售二手房,https://sh.lianjia.com/xiaoqu/5011000004261/,1995年建成 ,板楼,1.65元/平米/月,上海浦东新区花木,绿城集团,8,192户
20191030,浦东,花木,兰花小区,66319元/m2,3套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011035/,1993年建成 ,板楼,0.45至1元/平米/月,上海田丰物业管理有限,上海建工房产有限公司,22,360户
20191030,浦东,花木,牡丹路399弄,83999元/m2,5套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012001/,1996年建成 ,板楼,0.5元/平米/月,上服,广元房产开发有限公司,21,252户
20191030,浦东,花木,玉兰路57弄,66384元/m2,1套在售二手房,https://sh.lianjia.com/xiaoqu/5011000002790/,1989年建成 ,板楼,0.34元/平米/月,上海建工物业有限,上海花木房地产开发经营公司,2,30户
20191030,浦东,花木,樱花路89弄,78278元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000006674/,2006年建成 ,板楼,0.35元/平米/月,上海方圆物业管理有限,上海市花木房地产开发经营公司,15,276户
20191030,浦东,花木,玉兰路81弄,76892元/m2,1套在售二手房,https://sh.lianjia.com/xiaoqu/5011000006662/,2007年建成 ,板楼,0.35元/平米/月,上海建工物业有限,上海弘辉房地产开发有限公司,18,316户
20191030,浦东,花木,维奇特大厦,46304元/m2,13套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014886/,2006年建成 ,塔楼,暂无信息,上海嘉轩物业管理有限,北京嘉轩房地产开发有限公司,1,468户
20191030,浦东,花木,广洋新景苑(公寓),89406元/m2,5套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015103/,2005年建成 ,板楼,1.85元/平米/月,上海联洋港力物业管理有限,上海广洋房地产开发经营有限公司,17,429户
20191030,浦东,花木,梅花苑,64671元/m2,5套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015142/,1996年建成 ,板楼,0.35元/平米/月,老沪太,上海建工集团,20,240户
20191030,浦东,花木,影城小筑,85558元/m2,1套在售二手房,https://sh.lianjia.com/xiaoqu/5011000011139/,1999年建成 ,板楼,0.5元/平米/月,上海花木,上海山狮国际影视企业有限公司,4,48户
20191030,浦东,花木,紫竹国际大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010471/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,200户
20191030,浦东,花木,牡丹路143号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925972/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,梅花路1063号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970584453530/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,梅花路985号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970584453571/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,梅花路907号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970584453560/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,兰花路219号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970492703042/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,梅花路1047号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970584453528/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,梅花路1045号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970584453527/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,梅花路979号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970584453569/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,3户
20191030,浦东,花木,梅花路999弄323号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970584453577/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,牡丹路121号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020021025088916/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,梅花路999弄26号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020023821569805/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,银宵路288号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970766905748/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,南六公路699弄3支弄344号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5013127208415259/,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,花木路1715-1729号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970706350619/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,柳杉路39号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970706350913/,1998年建成 ,平房,10元/平米/月,和记,和记黄埔,1,1户
20191030,浦东,花木,花木路219号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970706350638/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,花木路1761号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970706350631/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,花木路251号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970706350640/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,浦东,花木,杜鹃路163号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970599657910/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
