20191030,静安,永和,永和二村,50187元/m2,49套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013489/,1995年建成 ,板楼,0.8元/平米/月,上海北城物业有限,大宁房地产开发有限公司,135,3253户
20191030,静安,永和,成亿花园,50968元/m2,14套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015387/,2003年建成 ,板楼,0.7元/平米/月,上海盛勤物业管理有限,上海创叶房地产有限公司,48,784户
20191030,静安,永和,永和三村,50594元/m2,13套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016371/,1996年建成 ,板楼,0.5元/平米/月,上海北城物业有限,彭浦房地产开发有限公司,86,1531户
20191030,静安,永和,永和东村,52869元/m2,7套在售二手房,https://sh.lianjia.com/xiaoqu/5011000003854/,1997年建成 ,板楼,0.6元/平米/月,上海大家物业管理有限,大宁房地产开发有限公司,42,504户
20191030,静安,永和,闸北场中公寓,43662元/m2,1套在售二手房,https://sh.lianjia.com/xiaoqu/5011000015304/,1995年建成 ,板楼,0.45至0.8元/平米/月,上海彭浦物业管理,上海实林房地产开发有限公司彭浦分公司,40,828户
20191030,静安,永和,新悦坊,58149元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000009246/,2010年建成 ,板楼,1.22元/平米/月,上海北方物业管理有限,上海不夜城新发展公司,8,582户
20191030,静安,永和,幸福第一公寓,50083元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016039/,1994年建成 ,塔楼/板楼,0.65元/平米/月,上海幸福物业管理有限,上海彭浦商品住宅开发总公司,112,2154户
20191030,静安,永和,白玉兰馨园,54953元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000010987/,2004年建成 ,板楼,1.2元/平米/月,上海国光物业管理有限责任,上海建舜置业有限公司,65,1244户
20191030,静安,永和,永和教师苑,53846元/m2,6套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013422/,1996年建成 ,板楼,0.8元/平米/月,上海彭浦物业管理,彭浦房地产开发有限公司,47,564户
20191030,静安,永和,幸福新苑,48864元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000007165/,1994年建成 ,板楼,0.65至1元/平米/月,上海彭浦物业管理,上海彭浦商品住宅开发总公司,74,1406户
20191030,静安,永和,中星馨恒苑,63789元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000000637/,2014年建成 ,板楼,2.55元/平米/月,上海中一物业管理有限,上海星舜置业有限公司,33,950户
20191030,静安,永和,翔前小区,44650元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012918/,1991年建成 ,板楼,0.35至0.85元/平米/月,上海彭浦物业管理,上海申华房地产开发有限公司,43,1092户
20191030,静安,永和,龙馨嘉园,56055元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013305/,2004年建成 ,板楼,0.65元/平米/月,华欣,上海乐岛房地产经营开发有限公司,44,802户
20191030,静安,永和,幸福第二公寓,56851元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000005261/,1999年建成 ,板楼,0.45至0.67元/平米/月,上海幸福物业管理有限,幸福实业总公司,78,922户
20191030,静安,永和,东寅公寓,51422元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000016944/,1963年建成 ,板楼,1.2元/平米/月,上海鹰征物业发展有限,上海广开房地产开发有限公司,81,768户
20191030,静安,永和,永和一村,47169元/m2,10套在售二手房,https://sh.lianjia.com/xiaoqu/5011000013360/,1995年建成 ,板楼,0.8元/平米/月,上海宝丰联(集团)有限公司物业管理经营分,文嘉房地产开发有限公司,75,876户
20191030,静安,永和,绿福公寓,52960元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014523/,2004年建成 ,板楼,1.2元/平米/月,绿福,上海绿福房地产开发经营有限公司,12,255户
20191030,静安,永和,场中路3308弄,44101元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000007744/,1991年建成 ,板楼,0.5元/平米/月,上海彭浦物业管理,上海申华房地产开发有限公司,6,145户
20191030,静安,永和,中铁中环时代广场,30928元/m2,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012509/,2011年建成 ,板楼,13.5元/平米/月,第一太平洋戴维斯,上海中铁市北投资发展有限公司,13,1298户
20191030,静安,永和,诺诚1895创意园区,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102208988/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,7,12户
20191030,静安,永和,国际青年创业社区,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020028057594833/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,沪太支路529号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970706350512/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,静安,永和,高平路811-851号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970492702985/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,高平路811号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970492702986/,2009年建成 ,未知,暂无信息,暂无信息,暂无信息,1,136户
20191030,静安,永和,交城路348号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044465/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,静安,永和,交城路431-433号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044474/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,三泉路20弄,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102209941/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,永和馨园,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102209542/,2014年建成 ,板楼,暂无信息,暂无信息,暂无信息,19,502户
20191030,静安,永和,高平路883号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970492702989/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,江场西路110号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970443682701/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,3户
20191030,静安,永和,永和馨园,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102209542/,2014年建成 ,板楼,暂无信息,暂无信息,暂无信息,19,502户
20191030,静安,永和,国际青年创业社区,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020028057594833/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,高平路811-851号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970492702985/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,高平路811号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970492702986/,2009年建成 ,未知,暂无信息,暂无信息,暂无信息,1,136户
20191030,静安,永和,沪太支路529号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970706350512/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,2户
20191030,静安,永和,盈科律师商务大厦,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020021232706156/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,交城路358号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5016752169749210/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,增美园区,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020027880388442/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,2,6户
20191030,静安,永和,江场西路112号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970443682702/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,平遥路163号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970691145753/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,4户
20191030,静安,永和,江场西路900号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970443682711/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,高平路946-948号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970492702992/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,高平路733号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970492702980/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,汶水路480号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000001166/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,2,6户
20191030,静安,永和,诺诚1895创意园区,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102208988/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,7,12户
20191030,静安,永和,交城路425号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044473/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,美奥菲思创意产业园,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011102209654/,2010年建成 ,未知,暂无信息,暂无信息,暂无信息,6,21户
20191030,静安,永和,场中路3404号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970475925539/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,高平路915号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970492702991/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,江场三路56号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5020021358643149/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,3户
20191030,静安,永和,飞马旅,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/50000000000135/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,28户
20191030,静安,永和,中环永新国际广场,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000012846/,暂无信息 ,未知,暂无信息,上海新张江物业管理有限,上海城联房地产开发有限公司,1,147户
20191030,静安,永和,交城路328号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970554044461/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,1户
20191030,静安,永和,祥腾财富广场,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5011000014898/,2010年建成 ,板楼,8元/平米/月,暂无信息,暂无信息,9,576户
20191030,静安,永和,平遥路165号,暂无,0套在售二手房,https://sh.lianjia.com/xiaoqu/5012970691145754/,暂无信息 ,未知,暂无信息,暂无信息,暂无信息,1,3户
